BonusID,EmployeeID,BonusAmount,BonusDate,BonusDescription
1681,1681,744.51,2023-07-21,Year-end performance bonus.
1682,1682,1510.31,2023-10-27,Sales target achievement bonus.
1683,1683,1640.76,2024-02-15,Project completion bonus.
1684,1684,801.83,2023-08-01,Project completion bonus.
1685,1685,1088.49,2024-03-24,Project completion bonus.
1686,1686,628.86,2023-07-01,Employee of the month bonus.
1687,1687,1344.4,2023-08-02,Year-end performance bonus.
1688,1688,1663.14,2023-11-26,Year-end performance bonus.
1689,1689,1884.55,2023-07-17,Year-end performance bonus.
1690,1690,1476.7,2023-12-23,Year-end performance bonus.
1691,1691,635.66,2023-11-17,Year-end performance bonus.
1692,1692,1143.68,2024-04-28,Holiday bonus.
1693,1693,1581.95,2024-02-24,Holiday bonus.
1694,1694,1692.13,2023-12-24,Year-end performance bonus.
1695,1695,809.96,2024-01-04,Project completion bonus.
1696,1696,1614.38,2024-04-23,Year-end performance bonus.
1697,1697,1469.77,2024-04-26,Employee of the month bonus.
1698,1698,1255.09,2023-08-31,Holiday bonus.
1699,1699,1940.37,2024-01-29,Employee of the month bonus.
1700,1700,1208.01,2023-06-01,Holiday bonus.
1701,1701,614.78,2024-05-12,Year-end performance bonus.
1702,1702,1833.48,2023-12-01,Year-end performance bonus.
1703,1703,848.34,2024-03-13,Year-end performance bonus.
1704,1704,1382.37,2023-10-24,Sales target achievement bonus.
1705,1705,791.45,2024-05-02,Sales target achievement bonus.
1706,1706,1712.35,2023-10-27,Holiday bonus.
1707,1707,717.19,2023-08-12,Sales target achievement bonus.
1708,1708,699.1,2023-10-03,Project completion bonus.
1709,1709,1082.0,2023-06-01,Employee of the month bonus.
1710,1710,1517.32,2023-10-05,Sales target achievement bonus.
1711,1711,1428.39,2024-05-01,Holiday bonus.
1712,1712,1232.53,2024-01-09,Employee of the month bonus.
1713,1713,578.83,2024-02-09,Holiday bonus.
1714,1714,1873.78,2024-01-20,Sales target achievement bonus.
1715,1715,503.6,2023-06-01,Employee of the month bonus.
1716,1716,1048.54,2024-03-09,Employee of the month bonus.
1717,1717,1474.28,2023-10-16,Sales target achievement bonus.
1718,1718,964.99,2023-11-19,Year-end performance bonus.
1719,1719,1281.28,2023-11-05,Sales target achievement bonus.
1720,1720,1009.18,2024-04-02,Project completion bonus.
1721,1721,551.76,2023-05-25,Holiday bonus.
1722,1722,751.31,2023-11-28,Project completion bonus.
1723,1723,805.22,2023-08-13,Sales target achievement bonus.
1724,1724,1579.34,2024-05-04,Holiday bonus.
1725,1725,643.08,2023-06-05,Employee of the month bonus.
1726,1726,1509.54,2023-09-16,Employee of the month bonus.
1727,1727,1208.01,2024-05-09,Sales target achievement bonus.
1728,1728,1540.75,2023-11-07,Sales target achievement bonus.
1729,1729,1691.71,2023-12-12,Holiday bonus.
1730,1730,806.07,2023-12-10,Holiday bonus.
1731,1731,1587.76,2023-09-25,Project completion bonus.
1732,1732,762.9,2023-06-09,Project completion bonus.
1733,1733,1233.77,2024-03-24,Project completion bonus.
1734,1734,1921.02,2024-05-18,Project completion bonus.
1735,1735,1664.92,2023-08-24,Holiday bonus.
1736,1736,778.66,2023-12-08,Sales target achievement bonus.
1737,1737,1689.29,2023-06-28,Holiday bonus.
1738,1738,1323.11,2023-06-22,Project completion bonus.
1739,1739,576.98,2023-08-01,Project completion bonus.
1740,1740,529.95,2023-08-01,Holiday bonus.
1741,1741,1792.17,2023-09-16,Sales target achievement bonus.
1742,1742,1996.06,2023-05-25,Sales target achievement bonus.
1743,1743,1572.84,2023-11-18,Project completion bonus.
1744,1744,1579.07,2023-09-07,Sales target achievement bonus.
1745,1745,1739.02,2024-03-06,Year-end performance bonus.
1746,1746,1297.21,2023-11-07,Employee of the month bonus.
1747,1747,847.63,2024-05-05,Employee of the month bonus.
1748,1748,1203.03,2023-06-16,Project completion bonus.
1749,1749,1712.88,2023-07-31,Sales target achievement bonus.
1750,1750,682.28,2023-09-16,Sales target achievement bonus.
1751,1751,1219.8,2023-09-16,Project completion bonus.
1752,1752,576.43,2024-01-03,Year-end performance bonus.
1753,1753,539.84,2023-12-25,Year-end performance bonus.
1754,1754,1286.55,2024-05-08,Employee of the month bonus.
1755,1755,995.82,2024-04-06,Holiday bonus.
1756,1756,737.74,2024-03-06,Project completion bonus.
1757,1757,1867.11,2023-08-06,Employee of the month bonus.
1758,1758,824.59,2024-01-17,Sales target achievement bonus.
1759,1759,1488.59,2024-01-09,Holiday bonus.
1760,1760,1565.1,2023-07-03,Project completion bonus.
1761,1761,1670.1,2024-05-19,Sales target achievement bonus.
1762,1762,1563.76,2024-05-09,Holiday bonus.
1763,1763,910.05,2023-07-14,Holiday bonus.
1764,1764,1957.82,2023-12-28,Sales target achievement bonus.
1765,1765,1353.13,2023-07-22,Sales target achievement bonus.
1766,1766,1236.93,2023-11-29,Holiday bonus.
1767,1767,1107.77,2023-06-25,Employee of the month bonus.
1768,1768,1867.03,2024-02-21,Sales target achievement bonus.
1769,1769,1011.59,2023-07-12,Holiday bonus.
1770,1770,747.86,2023-11-05,Year-end performance bonus.
1771,1771,625.32,2023-11-30,Year-end performance bonus.
1772,1772,844.04,2023-09-01,Year-end performance bonus.
1773,1773,1016.32,2023-10-02,Holiday bonus.
1774,1774,1316.45,2024-01-01,Year-end performance bonus.
1775,1775,833.68,2024-01-03,Employee of the month bonus.
1776,1776,505.81,2023-08-16,Project completion bonus.
1777,1777,699.14,2023-09-29,Project completion bonus.
1778,1778,1318.41,2023-06-22,Year-end performance bonus.
1779,1779,792.93,2024-01-18,Employee of the month bonus.
1780,1780,1525.22,2024-05-06,Sales target achievement bonus.
1781,1781,967.26,2023-12-27,Project completion bonus.
1782,1782,1980.26,2023-08-26,Year-end performance bonus.
1783,1783,518.59,2023-08-13,Project completion bonus.
1784,1784,1460.22,2024-03-31,Sales target achievement bonus.
1785,1785,1909.58,2024-04-05,Project completion bonus.
1786,1786,955.93,2023-09-11,Sales target achievement bonus.
1787,1787,1944.27,2023-11-24,Year-end performance bonus.
1788,1788,1131.09,2024-01-01,Employee of the month bonus.
1789,1789,1209.15,2024-02-10,Project completion bonus.
1790,1790,793.15,2024-04-05,Year-end performance bonus.
1791,1791,1028.47,2023-08-10,Sales target achievement bonus.
1792,1792,1046.23,2023-10-07,Year-end performance bonus.
1793,1793,1877.92,2024-04-01,Project completion bonus.
1794,1794,1927.59,2023-07-03,Project completion bonus.
1795,1795,1492.62,2024-05-06,Sales target achievement bonus.
1796,1796,1550.38,2023-07-08,Employee of the month bonus.
1797,1797,1894.17,2023-10-03,Project completion bonus.
1798,1798,1352.43,2023-11-27,Project completion bonus.
1799,1799,625.11,2023-06-06,Holiday bonus.
1800,1800,1846.49,2023-12-15,Employee of the month bonus.
1801,1801,1934.61,2023-07-21,Holiday bonus.
1802,1802,1264.0,2024-01-06,Employee of the month bonus.
1803,1803,1194.92,2023-06-25,Sales target achievement bonus.
1804,1804,1174.14,2023-12-05,Sales target achievement bonus.
1805,1805,1740.43,2023-11-24,Employee of the month bonus.
1806,1806,1615.68,2023-10-23,Sales target achievement bonus.
1807,1807,1350.4,2023-08-17,Project completion bonus.
1808,1808,1165.13,2023-09-10,Holiday bonus.
1809,1809,1440.08,2023-09-09,Employee of the month bonus.
1810,1810,1372.87,2023-06-19,Employee of the month bonus.
1811,1811,880.22,2024-04-15,Employee of the month bonus.
1812,1812,1521.44,2024-01-26,Year-end performance bonus.
1813,1813,524.77,2023-10-02,Year-end performance bonus.
1814,1814,1878.9,2023-10-13,Holiday bonus.
1815,1815,1934.04,2023-09-11,Year-end performance bonus.
1816,1816,1129.82,2024-05-07,Year-end performance bonus.
1817,1817,1683.02,2023-07-08,Year-end performance bonus.
1818,1818,880.03,2024-01-07,Year-end performance bonus.
1819,1819,1740.23,2023-12-08,Project completion bonus.
1820,1820,1761.05,2023-07-31,Sales target achievement bonus.
1821,1821,910.51,2024-04-01,Sales target achievement bonus.
1822,1822,1540.37,2023-05-31,Holiday bonus.
1823,1823,1623.42,2023-07-25,Year-end performance bonus.
1824,1824,1414.14,2024-01-03,Project completion bonus.
1825,1825,1134.99,2023-06-18,Holiday bonus.
1826,1826,1399.77,2023-06-24,Sales target achievement bonus.
1827,1827,1990.36,2023-10-17,Year-end performance bonus.
1828,1828,509.77,2023-07-19,Holiday bonus.
1829,1829,638.25,2023-10-27,Holiday bonus.
1830,1830,1009.11,2023-10-16,Employee of the month bonus.
1831,1831,977.76,2023-07-11,Employee of the month bonus.
1832,1832,1049.19,2023-10-27,Project completion bonus.
1833,1833,1062.87,2023-07-19,Project completion bonus.
1834,1834,1498.36,2023-07-06,Project completion bonus.
1835,1835,519.86,2024-01-13,Employee of the month bonus.
1836,1836,1493.0,2023-09-27,Sales target achievement bonus.
1837,1837,1434.89,2023-12-04,Holiday bonus.
1838,1838,1887.18,2024-03-29,Holiday bonus.
1839,1839,1633.38,2023-06-25,Year-end performance bonus.
1840,1840,1673.37,2023-09-20,Project completion bonus.
1841,1841,1246.92,2023-11-25,Employee of the month bonus.
1842,1842,976.91,2023-12-23,Project completion bonus.
1843,1843,1121.47,2024-02-18,Project completion bonus.
1844,1844,787.44,2023-08-21,Holiday bonus.
1845,1845,1620.78,2023-08-22,Sales target achievement bonus.
1846,1846,638.59,2024-02-05,Project completion bonus.
1847,1847,1889.04,2024-05-02,Holiday bonus.
1848,1848,1960.65,2024-02-26,Employee of the month bonus.
1849,1849,1493.39,2023-12-04,Project completion bonus.
1850,1850,926.29,2024-02-26,Holiday bonus.
1851,1851,1425.01,2023-08-13,Holiday bonus.
1852,1852,1717.6,2024-03-05,Sales target achievement bonus.
1853,1853,1086.68,2023-07-23,Project completion bonus.
1854,1854,827.71,2024-05-11,Holiday bonus.
1855,1855,1042.51,2024-01-02,Holiday bonus.
1856,1856,1071.93,2023-08-08,Employee of the month bonus.
1857,1857,1869.56,2023-11-19,Employee of the month bonus.
1858,1858,1687.07,2023-07-23,Employee of the month bonus.
1859,1859,1174.83,2023-07-26,Holiday bonus.
1860,1860,955.87,2023-09-07,Employee of the month bonus.
1861,1861,1598.62,2023-09-16,Employee of the month bonus.
1862,1862,1908.89,2023-12-15,Holiday bonus.
1863,1863,1142.58,2023-07-12,Holiday bonus.
1864,1864,1395.54,2023-10-13,Holiday bonus.
1865,1865,598.57,2023-12-27,Holiday bonus.
1866,1866,1454.14,2023-09-10,Project completion bonus.
1867,1867,1843.77,2024-01-22,Year-end performance bonus.
1868,1868,501.04,2023-07-08,Holiday bonus.
1869,1869,985.01,2024-03-01,Sales target achievement bonus.
1870,1870,560.82,2024-03-06,Project completion bonus.
1871,1871,1480.3,2024-01-30,Year-end performance bonus.
1872,1872,968.97,2023-11-11,Project completion bonus.
1873,1873,1159.48,2023-10-26,Project completion bonus.
1874,1874,1382.44,2023-06-08,Year-end performance bonus.
1875,1875,1286.4,2023-12-29,Employee of the month bonus.
1876,1876,1362.95,2023-12-24,Holiday bonus.
1877,1877,1254.73,2023-11-04,Sales target achievement bonus.
1878,1878,1183.14,2024-04-03,Year-end performance bonus.
1879,1879,523.75,2023-07-05,Sales target achievement bonus.
1880,1880,1649.48,2023-12-23,Year-end performance bonus.
1881,1881,1552.66,2024-03-15,Project completion bonus.
1882,1882,775.44,2023-10-25,Year-end performance bonus.
1883,1883,1710.5,2023-10-07,Employee of the month bonus.
1884,1884,1932.91,2023-08-26,Employee of the month bonus.
1885,1885,897.34,2023-12-27,Sales target achievement bonus.
1886,1886,1411.44,2023-10-30,Project completion bonus.
1887,1887,1739.58,2023-09-20,Project completion bonus.
1888,1888,624.92,2024-02-25,Year-end performance bonus.
1889,1889,1652.56,2024-03-19,Holiday bonus.
1890,1890,834.06,2023-11-30,Project completion bonus.
1891,1891,1768.83,2024-03-23,Holiday bonus.
1892,1892,852.89,2024-04-06,Project completion bonus.
1893,1893,585.07,2024-02-29,Employee of the month bonus.
1894,1894,1582.22,2023-06-20,Project completion bonus.
1895,1895,1291.68,2024-04-30,Holiday bonus.
1896,1896,632.19,2023-10-29,Year-end performance bonus.
1897,1897,1629.0,2023-10-22,Year-end performance bonus.
1898,1898,1619.11,2024-01-11,Sales target achievement bonus.
1899,1899,1169.03,2023-12-20,Year-end performance bonus.
1900,1900,650.03,2024-01-28,Sales target achievement bonus.
1901,1901,1970.44,2024-05-05,Year-end performance bonus.
1902,1902,1398.87,2024-04-03,Project completion bonus.
1903,1903,946.68,2023-07-24,Year-end performance bonus.
1904,1904,1018.61,2024-04-20,Project completion bonus.
1905,1905,1872.8,2023-09-29,Project completion bonus.
1906,1906,1507.34,2024-01-07,Sales target achievement bonus.
1907,1907,1956.26,2023-07-03,Year-end performance bonus.
1908,1908,1203.55,2024-02-29,Holiday bonus.
1909,1909,803.26,2023-11-05,Sales target achievement bonus.
1910,1910,937.12,2023-08-02,Project completion bonus.
1911,1911,718.51,2024-05-17,Year-end performance bonus.
1912,1912,1611.29,2024-03-05,Year-end performance bonus.
1913,1913,1779.69,2024-01-18,Employee of the month bonus.
1914,1914,727.24,2024-03-13,Year-end performance bonus.
1915,1915,975.69,2023-10-20,Sales target achievement bonus.
1916,1916,1270.52,2024-01-12,Project completion bonus.
1917,1917,1192.2,2023-08-03,Holiday bonus.
1918,1918,1961.84,2023-10-26,Project completion bonus.
1919,1919,966.13,2023-11-12,Year-end performance bonus.
1920,1920,833.03,2023-07-01,Employee of the month bonus.
1921,1921,1196.1,2024-04-08,Project completion bonus.
1922,1922,1354.63,2024-01-21,Year-end performance bonus.
1923,1923,1163.14,2024-02-20,Holiday bonus.
1924,1924,518.18,2024-02-27,Employee of the month bonus.
1925,1925,1180.51,2023-11-20,Year-end performance bonus.
1926,1926,606.98,2023-08-26,Project completion bonus.
1927,1927,1355.47,2023-11-26,Year-end performance bonus.
1928,1928,1803.41,2024-01-02,Project completion bonus.
1929,1929,588.57,2023-10-04,Project completion bonus.
1930,1930,1291.33,2024-04-16,Year-end performance bonus.
1931,1931,702.24,2024-02-17,Project completion bonus.
1932,1932,1628.88,2024-03-31,Employee of the month bonus.
1933,1933,1816.72,2024-01-12,Sales target achievement bonus.
1934,1934,1197.94,2023-12-15,Year-end performance bonus.
1935,1935,1333.17,2024-01-19,Sales target achievement bonus.
1936,1936,1424.2,2023-06-16,Sales target achievement bonus.
1937,1937,1931.92,2024-02-16,Sales target achievement bonus.
1938,1938,724.08,2023-06-15,Holiday bonus.
1939,1939,1945.78,2023-12-08,Employee of the month bonus.
1940,1940,898.74,2024-01-20,Holiday bonus.
1941,1941,556.92,2023-10-26,Employee of the month bonus.
1942,1942,1772.86,2023-11-03,Sales target achievement bonus.
1943,1943,757.71,2023-07-01,Employee of the month bonus.
1944,1944,1363.54,2024-02-23,Holiday bonus.
1945,1945,713.06,2024-05-19,Employee of the month bonus.
1946,1946,1358.92,2023-06-25,Year-end performance bonus.
1947,1947,1004.37,2024-02-01,Project completion bonus.
1948,1948,1188.02,2023-09-25,Employee of the month bonus.
1949,1949,1061.17,2024-01-21,Project completion bonus.
1950,1950,1886.36,2023-09-03,Sales target achievement bonus.
1951,1951,917.0,2024-03-29,Project completion bonus.
1952,1952,1053.52,2023-06-10,Holiday bonus.
1953,1953,1134.85,2023-05-31,Year-end performance bonus.
1954,1954,1447.59,2023-08-21,Employee of the month bonus.
1955,1955,594.25,2023-12-29,Project completion bonus.
1956,1956,806.02,2023-07-15,Year-end performance bonus.
1957,1957,1300.86,2023-07-04,Holiday bonus.
1958,1958,584.21,2024-04-05,Year-end performance bonus.
1959,1959,1649.65,2023-06-16,Employee of the month bonus.
1960,1960,1993.23,2023-07-06,Employee of the month bonus.
1961,1961,780.09,2024-05-02,Sales target achievement bonus.
1962,1962,1845.06,2024-04-14,Sales target achievement bonus.
1963,1963,1730.32,2023-12-04,Project completion bonus.
1964,1964,1379.54,2023-08-12,Holiday bonus.
1965,1965,1719.75,2023-11-05,Project completion bonus.
1966,1966,894.39,2023-08-04,Employee of the month bonus.
1967,1967,745.54,2023-06-04,Project completion bonus.
1968,1968,1194.24,2023-10-24,Project completion bonus.
1969,1969,766.11,2024-02-29,Project completion bonus.
1970,1970,1347.99,2024-01-17,Employee of the month bonus.
1971,1971,1334.1,2024-04-10,Sales target achievement bonus.
1972,1972,1457.78,2023-05-31,Year-end performance bonus.
1973,1973,1414.35,2023-06-11,Sales target achievement bonus.
1974,1974,539.66,2023-10-15,Employee of the month bonus.
1975,1975,1428.37,2023-08-03,Year-end performance bonus.
1976,1976,1005.77,2024-02-02,Holiday bonus.
1977,1977,1006.22,2024-03-27,Sales target achievement bonus.
1978,1978,943.08,2023-11-10,Year-end performance bonus.
1979,1979,1687.02,2024-02-08,Sales target achievement bonus.
1980,1980,1787.33,2023-07-05,Project completion bonus.
1981,1981,1434.32,2023-12-06,Holiday bonus.
1982,1982,1393.42,2023-08-29,Employee of the month bonus.
1983,1983,1520.65,2023-11-21,Sales target achievement bonus.
1984,1984,1940.94,2024-02-11,Employee of the month bonus.
1985,1985,1353.52,2024-04-20,Project completion bonus.
1986,1986,1528.09,2023-07-12,Year-end performance bonus.
1987,1987,1012.03,2023-11-20,Sales target achievement bonus.
1988,1988,894.14,2024-04-13,Sales target achievement bonus.
1989,1989,1238.21,2023-12-23,Sales target achievement bonus.
1990,1990,1610.0,2024-01-28,Year-end performance bonus.
1991,1991,1022.59,2023-08-04,Year-end performance bonus.
1992,1992,924.58,2023-06-27,Sales target achievement bonus.
1993,1993,1365.81,2023-12-06,Year-end performance bonus.
1994,1994,1541.88,2023-11-03,Holiday bonus.
1995,1995,1133.4,2023-05-31,Holiday bonus.
1996,1996,579.8,2024-04-06,Holiday bonus.
1997,1997,1387.47,2023-08-01,Sales target achievement bonus.
1998,1998,1703.25,2023-11-01,Sales target achievement bonus.
1999,1999,1798.33,2023-10-19,Holiday bonus.
2000,2000,1168.35,2023-07-13,Sales target achievement bonus.
2001,2001,606.43,2023-11-04,Sales target achievement bonus.
2002,2002,533.57,2024-03-18,Holiday bonus.
2003,2003,1561.77,2023-06-18,Year-end performance bonus.
2004,2004,692.19,2024-03-07,Year-end performance bonus.
2005,2005,1197.17,2024-03-12,Employee of the month bonus.
2006,2006,1750.51,2024-05-19,Holiday bonus.
2007,2007,896.26,2024-04-11,Holiday bonus.
