GoalID,EmployeeID,GoalDescription,StartDate,EndDate,Status,Progress
1084,1084,Increase customer satisfaction score by 10% within the next 6 months.,2023-08-12,2023-10-13,Not Started,56.66
1085,1085,Increase customer satisfaction score by 10% within the next 6 months.,2023-08-08,2023-11-19,In Progress,85.02
1086,1086,Reduce the error rate in data processing by 5% by the end of the year.,2023-06-12,2023-09-17,In Progress,10.45
1087,1087,Increase customer satisfaction score by 10% within the next 6 months.,2023-07-16,2023-11-07,Completed,73.13
1088,1088,Increase customer satisfaction score by 10% within the next 6 months.,2023-08-28,2024-02-17,Not Started,57.83
1089,1089,Develop a new training program for new hires within the next quarter.,2023-11-19,2024-05-08,Not Started,33.26
1090,1090,Complete the new feature development by the end of Q2.,2024-04-02,2024-08-14,In Progress,16.57
1091,1091,Achieve a 20% increase in sales in the next quarter.,2023-10-27,2023-11-22,On Hold,67.3
1092,1092,Complete the new feature development by the end of Q2.,2024-03-19,2024-06-19,Not Started,8.85
1093,1093,Achieve a 20% increase in sales in the next quarter.,2023-12-29,2024-02-07,Completed,74.61
1094,1094,Reduce the error rate in data processing by 5% by the end of the year.,2024-05-07,2024-10-11,Completed,93.42
1095,1095,Develop a new training program for new hires within the next quarter.,2023-12-09,2023-12-27,Not Started,30.89
1096,1096,Achieve a 20% increase in sales in the next quarter.,2024-01-08,2024-05-16,In Progress,55.05
1097,1097,Reduce the error rate in data processing by 5% by the end of the year.,2024-01-12,2024-02-13,Not Started,51.69
1098,1098,Increase customer satisfaction score by 10% within the next 6 months.,2024-02-15,2024-06-16,In Progress,94.22
1099,1099,Increase customer satisfaction score by 10% within the next 6 months.,2024-01-12,2024-03-02,Completed,40.89
1100,1100,Increase customer satisfaction score by 10% within the next 6 months.,2024-02-02,2024-04-21,In Progress,90.09
1101,1101,Increase customer satisfaction score by 10% within the next 6 months.,2024-02-05,2024-06-08,In Progress,74.64
1102,1102,Develop a new training program for new hires within the next quarter.,2023-09-23,2023-10-08,In Progress,72.36
1103,1103,Complete the new feature development by the end of Q2.,2023-10-27,2023-12-10,In Progress,83.26
1104,1104,Reduce the error rate in data processing by 5% by the end of the year.,2023-12-30,2024-01-30,Completed,13.69
1105,1105,Increase customer satisfaction score by 10% within the next 6 months.,2024-04-25,2024-09-27,In Progress,89.5
1106,1106,Reduce the error rate in data processing by 5% by the end of the year.,2024-04-14,2024-05-09,Not Started,54.66
1107,1107,Reduce the error rate in data processing by 5% by the end of the year.,2023-11-30,2024-04-25,On Hold,83.37
1108,1108,Complete the new feature development by the end of Q2.,2023-08-19,2023-11-10,In Progress,23.1
1109,1109,Develop a new training program for new hires within the next quarter.,2023-10-29,2023-11-29,In Progress,69.51
1110,1110,Develop a new training program for new hires within the next quarter.,2024-03-28,2024-04-23,On Hold,80.4
1111,1111,Develop a new training program for new hires within the next quarter.,2023-06-28,2023-08-19,Not Started,61.71
1112,1112,Achieve a 20% increase in sales in the next quarter.,2023-08-29,2023-12-04,In Progress,31.63
1113,1113,Develop a new training program for new hires within the next quarter.,2024-04-05,2024-04-08,Not Started,61.85
1114,1114,Complete the new feature development by the end of Q2.,2023-07-13,2023-08-06,On Hold,28.33
1115,1115,Increase customer satisfaction score by 10% within the next 6 months.,2024-03-12,2024-08-03,Completed,82.89
1116,1116,Increase customer satisfaction score by 10% within the next 6 months.,2023-09-22,2024-02-13,On Hold,42.99
1117,1117,Increase customer satisfaction score by 10% within the next 6 months.,2023-07-20,2023-11-01,Not Started,9.48
1118,1118,Increase customer satisfaction score by 10% within the next 6 months.,2024-05-05,2024-06-23,Not Started,58.22
1119,1119,Achieve a 20% increase in sales in the next quarter.,2024-01-21,2024-03-27,On Hold,89.75
1120,1120,Increase customer satisfaction score by 10% within the next 6 months.,2023-09-04,2023-12-17,In Progress,80.54
1121,1121,Develop a new training program for new hires within the next quarter.,2023-09-23,2023-09-24,Completed,52.2
1122,1122,Increase customer satisfaction score by 10% within the next 6 months.,2023-07-19,2023-11-12,Completed,51.3
1123,1123,Complete the new feature development by the end of Q2.,2023-06-30,2023-07-26,In Progress,84.57
1124,1124,Complete the new feature development by the end of Q2.,2024-03-30,2024-08-10,On Hold,96.31
1125,1125,Complete the new feature development by the end of Q2.,2023-07-03,2023-07-17,In Progress,46.28
1126,1126,Increase customer satisfaction score by 10% within the next 6 months.,2024-05-03,2024-07-30,On Hold,9.41
1127,1127,Increase customer satisfaction score by 10% within the next 6 months.,2023-06-15,2023-07-20,Not Started,83.93
1128,1128,Develop a new training program for new hires within the next quarter.,2024-04-07,2024-07-25,Not Started,56.47
1129,1129,Complete the new feature development by the end of Q2.,2023-08-16,2023-08-27,Not Started,88.41
1130,1130,Achieve a 20% increase in sales in the next quarter.,2024-04-04,2024-09-20,Completed,17.28
1131,1131,Increase customer satisfaction score by 10% within the next 6 months.,2023-11-13,2024-01-14,On Hold,66.34
1132,1132,Reduce the error rate in data processing by 5% by the end of the year.,2024-01-31,2024-02-25,Not Started,9.22
1133,1133,Reduce the error rate in data processing by 5% by the end of the year.,2024-01-18,2024-06-13,Completed,96.53
1134,1134,Increase customer satisfaction score by 10% within the next 6 months.,2023-05-26,2023-10-24,On Hold,11.34
1135,1135,Achieve a 20% increase in sales in the next quarter.,2023-06-11,2023-09-26,In Progress,55.62
1136,1136,Develop a new training program for new hires within the next quarter.,2023-07-10,2023-10-26,Completed,97.86
1137,1137,Develop a new training program for new hires within the next quarter.,2023-07-26,2023-11-03,Not Started,42.85
1138,1138,Reduce the error rate in data processing by 5% by the end of the year.,2023-12-26,2024-03-26,Not Started,19.82
1139,1139,Achieve a 20% increase in sales in the next quarter.,2024-05-08,2024-09-13,Completed,8.1
1140,1140,Achieve a 20% increase in sales in the next quarter.,2024-03-10,2024-06-22,On Hold,9.38
1141,1141,Increase customer satisfaction score by 10% within the next 6 months.,2023-12-14,2024-02-02,Completed,37.75
1142,1142,Develop a new training program for new hires within the next quarter.,2023-08-21,2023-10-15,In Progress,90.87
1143,1143,Increase customer satisfaction score by 10% within the next 6 months.,2023-08-16,2023-08-18,Not Started,46.49
1144,1144,Increase customer satisfaction score by 10% within the next 6 months.,2023-06-17,2023-10-31,Completed,29.87
1145,1145,Complete the new feature development by the end of Q2.,2023-12-02,2024-04-07,Not Started,66.95
1146,1146,Achieve a 20% increase in sales in the next quarter.,2024-02-08,2024-07-05,Not Started,61.84
1147,1147,Complete the new feature development by the end of Q2.,2023-07-06,2023-10-18,Not Started,28.66
1148,1148,Reduce the error rate in data processing by 5% by the end of the year.,2023-06-10,2023-09-15,Completed,38.62
1149,1149,Reduce the error rate in data processing by 5% by the end of the year.,2024-04-29,2024-09-02,In Progress,69.57
1150,1150,Complete the new feature development by the end of Q2.,2024-04-10,2024-06-12,On Hold,68.73
1151,1151,Develop a new training program for new hires within the next quarter.,2024-05-02,2024-09-23,On Hold,66.24
1152,1152,Develop a new training program for new hires within the next quarter.,2023-11-14,2024-01-18,Completed,20.11
1153,1153,Increase customer satisfaction score by 10% within the next 6 months.,2023-09-27,2023-10-23,In Progress,45.47
1154,1154,Complete the new feature development by the end of Q2.,2023-09-02,2023-12-17,In Progress,20.02
1155,1155,Develop a new training program for new hires within the next quarter.,2023-12-15,2024-01-01,Not Started,12.15
1156,1156,Develop a new training program for new hires within the next quarter.,2024-02-09,2024-02-11,In Progress,8.93
1157,1157,Reduce the error rate in data processing by 5% by the end of the year.,2023-10-09,2023-11-18,Not Started,74.65
1158,1158,Reduce the error rate in data processing by 5% by the end of the year.,2023-09-30,2023-11-19,Not Started,49.64
1159,1159,Increase customer satisfaction score by 10% within the next 6 months.,2023-08-05,2023-10-20,On Hold,77.62
1160,1160,Develop a new training program for new hires within the next quarter.,2023-07-25,2023-12-21,In Progress,93.14
1161,1161,Complete the new feature development by the end of Q2.,2023-08-20,2023-10-25,Not Started,72.15
1162,1162,Reduce the error rate in data processing by 5% by the end of the year.,2023-09-04,2023-11-02,Not Started,18.75
1163,1163,Complete the new feature development by the end of Q2.,2024-01-09,2024-04-16,In Progress,0.74
1164,1164,Achieve a 20% increase in sales in the next quarter.,2023-06-25,2023-10-25,Not Started,15.62
1165,1165,Achieve a 20% increase in sales in the next quarter.,2023-11-18,2024-04-01,In Progress,40.33
1166,1166,Complete the new feature development by the end of Q2.,2024-03-13,2024-04-17,Not Started,55.99
1167,1167,Achieve a 20% increase in sales in the next quarter.,2024-05-15,2024-09-22,On Hold,29.96
1168,1168,Develop a new training program for new hires within the next quarter.,2023-10-26,2024-02-17,Completed,44.9
1169,1169,Increase customer satisfaction score by 10% within the next 6 months.,2023-08-08,2023-09-14,Not Started,23.96
1170,1170,Reduce the error rate in data processing by 5% by the end of the year.,2023-09-26,2024-01-09,Not Started,83.83
1171,1171,Achieve a 20% increase in sales in the next quarter.,2024-03-18,2024-05-05,In Progress,56.9
1172,1172,Complete the new feature development by the end of Q2.,2023-06-25,2023-11-06,On Hold,84.85
1173,1173,Increase customer satisfaction score by 10% within the next 6 months.,2024-04-08,2024-07-04,In Progress,84.79
1174,1174,Complete the new feature development by the end of Q2.,2024-04-20,2024-06-24,Not Started,15.91
1175,1175,Achieve a 20% increase in sales in the next quarter.,2023-08-21,2024-01-13,On Hold,26.15
1176,1176,Reduce the error rate in data processing by 5% by the end of the year.,2023-08-13,2023-10-19,In Progress,85.61
1177,1177,Develop a new training program for new hires within the next quarter.,2023-11-24,2023-12-12,In Progress,95.89
1178,1178,Develop a new training program for new hires within the next quarter.,2023-10-03,2023-12-03,In Progress,86.1
1179,1179,Complete the new feature development by the end of Q2.,2024-03-07,2024-08-01,Completed,51.27
1180,1180,Reduce the error rate in data processing by 5% by the end of the year.,2023-05-28,2023-05-31,On Hold,42.75
1181,1181,Achieve a 20% increase in sales in the next quarter.,2023-09-25,2024-02-13,On Hold,73.52
1182,1182,Develop a new training program for new hires within the next quarter.,2023-06-10,2023-11-03,In Progress,87.96
1183,1183,Reduce the error rate in data processing by 5% by the end of the year.,2024-03-30,2024-05-15,On Hold,47.58
1184,1184,Increase customer satisfaction score by 10% within the next 6 months.,2023-12-14,2024-01-12,On Hold,62.59
1185,1185,Develop a new training program for new hires within the next quarter.,2023-07-02,2023-10-19,Completed,86.72
1186,1186,Develop a new training program for new hires within the next quarter.,2023-05-29,2023-07-03,Completed,3.02
1187,1187,Develop a new training program for new hires within the next quarter.,2023-08-04,2023-11-23,In Progress,38.9
1188,1188,Reduce the error rate in data processing by 5% by the end of the year.,2024-04-08,2024-06-27,In Progress,0.88
1189,1189,Complete the new feature development by the end of Q2.,2024-05-03,2024-06-25,Completed,12.4
1190,1190,Reduce the error rate in data processing by 5% by the end of the year.,2023-06-07,2023-06-30,Completed,85.45
1191,1191,Complete the new feature development by the end of Q2.,2023-07-22,2023-07-24,Completed,69.84
1192,1192,Complete the new feature development by the end of Q2.,2024-02-09,2024-03-24,In Progress,66.49
1193,1193,Develop a new training program for new hires within the next quarter.,2024-05-05,2024-07-24,In Progress,25.24
1194,1194,Develop a new training program for new hires within the next quarter.,2023-08-28,2023-09-22,Completed,24.65
1195,1195,Reduce the error rate in data processing by 5% by the end of the year.,2023-10-03,2024-02-29,Not Started,9.52
1196,1196,Develop a new training program for new hires within the next quarter.,2024-05-15,2024-10-17,Completed,20.08
1197,1197,Increase customer satisfaction score by 10% within the next 6 months.,2024-03-12,2024-09-02,Not Started,99.86
1198,1198,Increase customer satisfaction score by 10% within the next 6 months.,2023-10-08,2024-03-29,Not Started,47.76
